Market Center,Commodity,State,Year,Month,Arrivals,Unit of Arrivals,Origin,Variety,Minimum Price,Maximum Price,Modal Price,Unit of Price
Narnaul,Potato,Haryana,2011,February,15,Tonnes,NR,Other,250,300,275,Rs/Quintal
Narnaund,Potato,Haryana,2011,February,1.3,Tonnes,NR,Other,400,500,450,Rs/Quintal
Panipat,Potato,Haryana,2011,February,72.5,Tonnes,NR,Other,200,300,250,Rs/Quintal
Pehowa,Potato,Haryana,2011,February,8.1,Tonnes,NR,Other,400,400,400,Rs/Quintal
Pipli,Potato,Haryana,2011,February,247.5,Tonnes,NR,Other,133,400,290,Rs/Quintal
Pundri,Potato,Haryana,2011,February,1.3,Tonnes,NR,Other,200,300,250,Rs/Quintal
Radaur,Potato,Haryana,2011,February,1.8,Tonnes,NR,Other,270,270,270,Rs/Quintal
Raipur Rai,Potato,Haryana,2011,February,1.2,Tonnes,NR,Other,200,250,225,Rs/Quintal
Rania,Potato,Haryana,2011,February,0.5,Tonnes,NR,Other,320,400,370,Rs/Quintal
Rewari,Potato,Haryana,2011,February,295,Tonnes,NR,Other,380,447,400,Rs/Quintal
Sadhaura,Potato,Haryana,2011,February,3.8,Tonnes,NR,Other,250,300,300,Rs/Quintal
Safidon,Potato,Haryana,2011,February,3.5,Tonnes,NR,Other,300,300,300,Rs/Quintal
Samalkha,Potato,Haryana,2011,February,3.5,Tonnes,NR,Other,NR,300,NR,Rs/Quintal
Sampla,Potato,Haryana,2011,February,3,Tonnes,NR,Other,500,500,500,Rs/Quintal
Shahabad,Potato,Haryana,2011,February,3,Tonnes,NR,Local,180,300,240,Rs/Quintal
Shahzadpur,Potato,Haryana,2011,February,1.25,Tonnes,NR,Other,200,200,200,Rs/Quintal
Sohna,Potato,Haryana,2011,February,11.2,Tonnes,NR,Other,100,400,250,Rs/Quintal
Taura,Potato,Haryana,2011,February,8,Tonnes,NR,Other,400,400,NR,Rs/Quintal
Thanesar,Potato,Haryana,2011,February,17,Tonnes,NR,Other,280,320,300,Rs/Quintal
Tohana,Potato,Haryana,2011,February,3.5,Tonnes,NR,Other,250,250,NR,Rs/Quintal
Tosham,Potato,Haryana,2011,February,0.3,Tonnes,NR,Potato,200,250,250,Rs/Quintal
Uklana,Potato,Haryana,2011,February,7,Tonnes,NR,Potato,400,400,400,Rs/Quintal
Yamuna Nagar,Potato,Haryana,2011,February,288,Tonnes,NR,Other,200,350,350,Rs/Quintal
Bhuntar,Potato,Himachal Pradesh,2011,February,NR,Tonnes,NR,Other,450,500,475,Rs/Quintal
Chamba,Potato,Himachal Pradesh,2011,February,0.7,Tonnes,NR,Other,400,600,500,Rs/Quintal
Dhanotu (Mandi),Potato,Himachal Pradesh,2011,February,6.7,Tonnes,NR,Other,400,500,400,Rs/Quintal
Hamirpur,Potato,Himachal Pradesh,2011,February,8.75,Tonnes,NR,Other,500,560,500,Rs/Quintal
Hamirpur(Nadaun),Potato,Himachal Pradesh,2011,February,3,Tonnes,NR,Other,400,500,500,Rs/Quintal
Kangra,Potato,Himachal Pradesh,2011,February,2,Tonnes,NR,Other,400,500,450,Rs/Quintal
Kangra(Baijnath),Potato,Himachal Pradesh,2011,February,0.9,Tonnes,NR,Potato,400,500,450,Rs/Quintal
Kangra(Jaisinghpur),Potato,Himachal Pradesh,2011,February,0.5,Tonnes,NR,Other,300,400,350,Rs/Quintal
Kangra(Jassour),Potato,Himachal Pradesh,2011,February,2.5,Tonnes,NR,Potato,300,400,350,Rs/Quintal
Kangra(Nagrota Bagwan),Potato,Himachal Pradesh,2011,February,0.5,Tonnes,NR,Other,500,600,550,Rs/Quintal
Kullu,Potato,Himachal Pradesh,2011,February,1.2,Tonnes,NR,Other,450,600,525,Rs/Quintal
Mandi(Mandi),Potato,Himachal Pradesh,2011,February,2.6,Tonnes,NR,Other,300,400,300,Rs/Quintal
Palampur,Potato,Himachal Pradesh,2011,February,2,Tonnes,NR,Potato,300,400,350,Rs/Quintal
Paonta Sahib,Potato,Himachal Pradesh,2011,February,8,Tonnes,NR,Other,300,400,300,Rs/Quintal
Santoshgarh,Potato,Himachal Pradesh,2011,February,2,Tonnes,NR,Other,350,400,375,Rs/Quintal
Solan,Potato,Himachal Pradesh,2011,February,14.2,Tonnes,NR,Other,200,400,300,Rs/Quintal
Solan(Nalagarh),Potato,Himachal Pradesh,2011,February,3,Tonnes,NR,Other,300,500,400,Rs/Quintal
Una,Potato,Himachal Pradesh,2011,February,11.4,Tonnes,NR,Other,300,500,400,Rs/Quintal
Reasi,Potato,Jammu and Kashmir,2011,February,2.6,Tonnes,NR,Other,600,700,650,Rs/Quintal
Chaibasa,Potato,Jharkhand,2011,February,25,Tonnes,NR,Potato,350,450,400,Rs/Quintal
Chakulia,Potato,Jharkhand,2011,February,14,Tonnes,NR,Other,400,500,450,Rs/Quintal
Daltenganj,Potato,Jharkhand,2011,February,NR,Tonnes,NR,Potato,600,800,800,Rs/Quintal
Gadhwah,Potato,Jharkhand,2011,February,15,Tonnes,NR,Other,500,700,600,Rs/Quintal
Giridih,Potato,Jharkhand,2011,February,6,Tonnes,NR,Potato,550,600,600,Rs/Quintal
Godda,Potato,Jharkhand,2011,February,NR,Tonnes,NR,Other,500,600,550,Rs/Quintal
Jamshedpur,Potato,Jharkhand,2011,February,42,Tonnes,NR,Other,425,450,425,Rs/Quintal
Jamtara,Potato,Jharkhand,2011,February,8,Tonnes,NR,Other,150,250,200,Rs/Quintal
Khunti,Potato,Jharkhand,2011,February,NR,Tonnes,NR,Other,400,600,500,Rs/Quintal
Latehar,Potato,Jharkhand,2011,February,NR,Tonnes,NR,Other,560,650,600,Rs/Quintal
Lohardaga,Potato,Jharkhand,2011,February,NR,Tonnes,NR,Other,800,900,850,Rs/Quintal
Madhupur,Potato,Jharkhand,2011,February,3,Tonnes,NR,Other,400,500,480,Rs/Quintal
Ranchi,Potato,Jharkhand,2011,February,113.5,Tonnes,NR,Red,350,600,500,Rs/Quintal
Sahebganj,Potato,Jharkhand,2011,February,NR,Tonnes,NR,Potato,350,400,350,Rs/Quintal
Saraikela,Potato,Jharkhand,2011,February,2,Tonnes,NR,Other,350,370,350,Rs/Quintal
Simdega,Potato,Jharkhand,2011,February,0.8,Tonnes,NR,Other,500,700,650,Rs/Quintal
Bangalore,Potato,Karnataka,2011,February,1080,Tonnes,NR,Chips,1100,1200,1160,Rs/Quintal
Bangalore,Potato,Karnataka,2011,February,,,NR,Local,1000,1100,1050,Rs/Quintal
Bangalore,Potato,Karnataka,2011,February,,,NR,Other,400,900,700,Rs/Quintal
Bangarpet,Potato,Karnataka,2011,February,119,Tonnes,NR,Local,800,960,870,Rs/Quintal
Chickkaballapura,Potato,Karnataka,2011,February,9,Tonnes,NR,Local,400,1000,800,Rs/Quintal
Chikkamagalore,Potato,Karnataka,2011,February,4,Tonnes,NR,Other,800,1200,1000,Rs/Quintal
Hassan,Potato,Karnataka,2011,February,118,Tonnes,NR,Potato,500,1130,1000,Rs/Quintal
Hospet,Potato,Karnataka,2011,February,2,Tonnes,NR,Potato,900,900,900,Rs/Quintal
Hubli (Amaragol),Potato,Karnataka,2011,February,180,Tonnes,NR,Local,500,820,700,Rs/Quintal
Hubli (Amaragol),Potato,Karnataka,2011,February,,,NR,Other,500,600,550,Rs/Quintal
Hubli (Amaragol),Potato,Karnataka,2011,February,,,NR,Potato,700,850,780,Rs/Quintal
Kolar,Potato,Karnataka,2011,February,1,Tonnes,NR,Local,600,800,700,Rs/Quintal
Malur,Potato,Karnataka,2011,February,18,Tonnes,NR,Potato,900,1400,1200,Rs/Quintal
Mysore (Bandipalya),Potato,Karnataka,2011,February,9,Tonnes,NR,Potato,800,1000,900,Rs/Quintal
Alappuzha,Potato,Kerala,2011,February,5,Tonnes,NR,Other,1000,1400,1000,Rs/Quintal
Athirampuzha,Potato,Kerala,2011,February,1,Tonnes,NR,Other,1100,1500,1400,Rs/Quintal
Cherthala,Potato,Kerala,2011,February,7,Tonnes,NR,Other,1000,1400,1000,Rs/Quintal
Ernakulam,Potato,Kerala,2011,February,4,Tonnes,NR,Other,1100,1300,1200,Rs/Quintal
Harippad,Potato,Kerala,2011,February,NR,Tonnes,NR,Other,1400,1600,1400,Rs/Quintal
Kanjirappally,Potato,Kerala,2011,February,2,Tonnes,NR,Other,1500,2300,2200,Rs/Quintal
Kollam,Potato,Kerala,2011,February,0.5,Tonnes,NR,Other,1400,1600,1500,Rs/Quintal
Kondotty,Potato,Kerala,2011,February,NR,Tonnes,NR,Other,1100,1400,1200,Rs/Quintal
Kottayam,Potato,Kerala,2011,February,8,Tonnes,NR,Other,1000,1500,1400,Rs/Quintal
Moovattupuzha,Potato,Kerala,2011,February,2,Tonnes,NR,Other,1600,2000,1800,Rs/Quintal
Palayam,Potato,Kerala,2011,February,50,Tonnes,NR,Other,1100,1300,1200,Rs/Quintal
Perumbavoor,Potato,Kerala,2011,February,2,Tonnes,NR,Potato,1600,1600,1600,Rs/Quintal
A lot,Potato,Madhya Pradesh,2011,February,15,Tonnes,NR,Other,1000,1500,1400,Rs/Quintal
Akodia,Potato,Madhya Pradesh,2011,February,0.1,Tonnes,NR,Other,NR,500,NR,Rs/Quintal
Chhindwara,Potato,Madhya Pradesh,2011,February,11,Tonnes,NR,Desi,700,900,800,Rs/Quintal
Dewas,Potato,Madhya Pradesh,2011,February,1.8,Tonnes,NR,Other,401,705,600,Rs/Quintal
Haatpipliya,Potato,Madhya Pradesh,2011,February,0.38,Tonnes,NR,Other,500,700,600,Rs/Quintal
Indore(F&V),Potato,Madhya Pradesh,2011,February,165,Tonnes,NR,Other,375,925,625,Rs/Quintal
Jora,Potato,Madhya Pradesh,2011,February,9,Tonnes,NR,Desi,275,350,275,Rs/Quintal
Lashkar,Potato,Madhya Pradesh,2011,February,63,Tonnes,NR,Potato,200,400,300,Rs/Quintal
Ratlam,Potato,Madhya Pradesh,2011,February,0.2,Tonnes,NR,Other,436,436,436,Rs/Quintal
Sagar,Potato,Madhya Pradesh,2011,February,15,Tonnes,NR,Other,400,500,450,Rs/Quintal
Ahmednagar,Potato,Maharashtra,2011,February,35.5,Tonnes,NR,Other,200,1000,600,Rs/Quintal
Aurangabad,Potato,Maharashtra,2011,February,2,Tonnes,NR,Other,400,600,500,Rs/Quintal
Bhivandi,Potato,Maharashtra,2011,February,0.1,Tonnes,NR,Other,1100,2600,1850,Rs/Quintal
Jalgaon,Potato,Maharashtra,2011,February,40,Tonnes,NR,Other,500,850,725,Rs/Quintal
Kolhapur,Potato,Maharashtra,2011,February,216.4,Tonnes,NR,Other,700,1100,900,Rs/Quintal
Mumbai,Potato,Maharashtra,2011,February,1210,Tonnes,NR,Other,500,1300,900,Rs/Quintal
Nagpur,Potato,Maharashtra,2011,February,175.9,Tonnes,NR,Other,550,675,612,Rs/Quintal
Nasik,Potato,Maharashtra,2011,February,247,Tonnes,NR,Other,400,900,750,Rs/Quintal
Pen,Potato,Maharashtra,2011,February,1,Tonnes,NR,Other,650,1550,750,Rs/Quintal
Pune,Potato,Maharashtra,2011,February,393.6,Tonnes,NR,Other,750,1000,870,Rs/Quintal
Pune(Khadiki),Potato,Maharashtra,2011,February,4.7,Tonnes,NR,Other,400,1000,700,Rs/Quintal
Shrirampur,Potato,Maharashtra,2011,February,18.2,Tonnes,NR,Other,800,1000,900,Rs/Quintal
Solapur,Potato,Maharashtra,2011,February,76.3,Tonnes,NR,Other,150,900,550,Rs/Quintal
Ulhasnagar,Potato,Maharashtra,2011,February,2.5,Tonnes,NR,Other,1500,2000,1800,Rs/Quintal
Vashi New Mumbai,Potato,Maharashtra,2011,February,1210,Tonnes,NR,Other,500,1300,900,Rs/Quintal
Azadpur,Potato,NCT of Delhi,2011,February,306.9,Tonnes,NR,Other,280,560,400,Rs/Quintal
Keshopur,Potato,NCT of Delhi,2011,February,260.5,Tonnes,NR,Other,360,520,440,Rs/Quintal
Shahdara,Potato,NCT of Delhi,2011,February,368.9,Tonnes,NR,Potato,300,400,350,Rs/Quintal
Orissa,Potato,,2011,February,,,,,,,,
Angul(Jarapada),Potato,Orissa,2011,February,4.8,Tonnes,NR,Other,400,600,500,Rs/Quintal
Attabira,Potato,Orissa,2011,February,6,Tonnes,NR,Other,600,700,600,Rs/Quintal
Bahadajholla,Potato,Orissa,2011,February,140,Tonnes,NR,Other,600,700,650,Rs/Quintal
Balugaon,Potato,Orissa,2011,February,4,Tonnes,NR,Other,500,550,520,Rs/Quintal
Bampada,Potato,Orissa,2011,February,10,Tonnes,NR,Other,500,600,500,Rs/Quintal
Bargarh,Potato,Orissa,2011,February,6,Tonnes,NR,Potato,500,600,550,Rs/Quintal
Bargarh(Barapalli),Potato,Orissa,2011,February,2.4,Tonnes,NR,Potato,400,600,500,Rs/Quintal
Baripada,Potato,Orissa,2011,February,50,Tonnes,NR,Potato,350,450,400,Rs/Quintal
Betnoti,Potato,Orissa,2011,February,57,Tonnes,NR,Other,500,600,550,Rs/Quintal
Bhadrak,Potato,Orissa,2011,February,70,Tonnes,NR,(Red Nanital),220,500,440,Rs/Quintal
Bhanjanagar,Potato,Orissa,2011,February,38,Tonnes,NR,Other,600,700,650,Rs/Quintal
Boudh,Potato,Orissa,2011,February,12,Tonnes,"Orissa,Berhampur",Other,800,1000,1000,Rs/Quintal
Champua,Potato,Orissa,2011,February,15,Tonnes,NR,Other,400,550,450,Rs/Quintal
Deogarh,Potato,Orissa,2011,February,6,Tonnes,NR,Other,600,1000,800,Rs/Quintal
Hinjilicut,Potato,Orissa,2011,February,33,Tonnes,NR,Other,800,1000,900,Rs/Quintal
Jagatsinghpur,Potato,Orissa,2011,February,26,Tonnes,NR,Potato,500,700,500,Rs/Quintal
Jajpur,Potato,Orissa,2011,February,18,Tonnes,NR,Other,500,500,500,Rs/Quintal
Jaleswar,Potato,Orissa,2011,February,18,Tonnes,NR,Other,450,600,500,Rs/Quintal
Jatni,Potato,Orissa,2011,February,720,Tonnes,NR,Potato,420,500,460,Rs/Quintal
Jharsuguda,Potato,Orissa,2011,February,18,Tonnes,NR,Other,500,600,500,Rs/Quintal
Kamakhyanagar,Potato,Orissa,2011,February,15,Tonnes,NR,Other,500,700,600,Rs/Quintal
Kendupatna,Potato,Orissa,2011,February,117.6,Tonnes,NR,Other,400,500,416.66,Rs/Quintal
Keonjhar,Potato,Orissa,2011,February,1,Tonnes,NR,Other,450,500,480,Rs/Quintal
Keonjhar(Jhumpura),Potato,Orissa,2011,February,10,Tonnes,NR,Other,400,550,500,Rs/Quintal
Khariar Road,Potato,Orissa,2011,February,7.8,Tonnes,NR,Other,400,600,500,Rs/Quintal
Khunthabandha,Potato,Orissa,2011,February,15,Tonnes,NR,Other,700,800,800,Rs/Quintal
Malkanagiri,Potato,Orissa,2011,February,0.7,Tonnes,NR,Other,1000,1020,1010,Rs/Quintal
Nawarangpur,Potato,Orissa,2011,February,5,Tonnes,"Orissa,Nowarangpur",Desi,800,1000,900,Rs/Quintal
Nimapara,Potato,Orissa,2011,February,32,Tonnes,NR,Other,350,425,400,Rs/Quintal
Rairakhol,Potato,Orissa,2011,February,1,Tonnes,NR,Other,700,700,700,Rs/Quintal
Rayagada,Potato,Orissa,2011,February,16,Tonnes,"Orissa,Balasore",Big,600,700,650,Rs/Quintal
Sargipali,Potato,Orissa,2011,February,6,Tonnes,NR,Other,600,800,700,Rs/Quintal
Talcher,Potato,Orissa,2011,February,30,Tonnes,NR,Other,500,600,550,Rs/Quintal
Udala,Potato,Orissa,2011,February,9.2,Tonnes,NR,Other,400,410,400,Rs/Quintal
Abohar,Potato,Punjab,2011,February,NR,Tonnes,NR,Other,400,560,450,Rs/Quintal
Adampur,Potato,Punjab,2011,February,2.8,Tonnes,NR,Local,300,400,400,Rs/Quintal
Ajnala,Potato,Punjab,2011,February,1,Tonnes,NR,Other,400,400,400,Rs/Quintal
Amritsar(Amritsar Mewa Mandi),Potato,Punjab,2011,February,240,Tonnes,NR,Other,200,300,250,Rs/Quintal
Anandpur Sahib,Potato,Punjab,2011,February,13,Tonnes,NR,Chandermukhi,200,300,250,Rs/Quintal
Banga,Potato,Punjab,2011,February,6.9,Tonnes,NR,Other,318,423,400,Rs/Quintal
Banur,Potato,Punjab,2011,February,1,Tonnes,NR,Other,200,250,250,Rs/Quintal
Bassi Pathana,Potato,Punjab,2011,February,3,Tonnes,NR,Other,250,300,250,Rs/Quintal
Bathinda,Potato,Punjab,2011,February,36.5,Tonnes,NR,Other,200,325,275,Rs/Quintal
Bhawanigarh,Potato,Punjab,2011,February,3.7,Tonnes,NR,Other,300,300,300,Rs/Quintal
Bhogpur,Potato,Punjab,2011,February,0.5,Tonnes,NR,Other,300,300,300,Rs/Quintal
Bhucho,Potato,Punjab,2011,February,2,Tonnes,NR,Other,350,400,350,Rs/Quintal
Bilga,Potato,Punjab,2011,February,0.4,Tonnes,NR,Other,200,250,250,Rs/Quintal
Budalada,Potato,Punjab,2011,February,2,Tonnes,NR,Other,300,400,350,Rs/Quintal
Chamkaur Sahib,Potato,Punjab,2011,February,3.2,Tonnes,NR,Other,300,400,350,Rs/Quintal
Dera Bassi,Potato,Punjab,2011,February,3.4,Tonnes,NR,Other,250,350,300,Rs/Quintal
Dharamkot,Potato,Punjab,2011,February,3.6,Tonnes,NR,Other,300,NR,NR,Rs/Quintal
Dhuri,Potato,Punjab,2011,February,2,Tonnes,NR,Potato,280,280,NR,Rs/Quintal
Doraha,Potato,Punjab,2011,February,4.6,Tonnes,NR,Other,250,300,275,Rs/Quintal
F.G.Churian,Potato,Punjab,2011,February,0.75,Tonnes,NR,Other,100,150,100,Rs/Quintal
Fazilka,Potato,Punjab,2011,February,10,Tonnes,NR,Other,250,350,300,Rs/Quintal
Fazilka (Ladhuka),Potato,Punjab,2011,February,0.08,Tonnes,NR,Other,350,400,350,Rs/Quintal
Ferozepur Cantt.,Potato,Punjab,2011,February,0.2,Tonnes,NR,Other,300,350,325,Rs/Quintal
Gehri,Potato,Punjab,2011,February,0.5,Tonnes,NR,Other,250,250,250,Rs/Quintal
Giddarbaha,Potato,Punjab,2011,February,3,Tonnes,NR,Potato,300,600,450,Rs/Quintal
Goraya,Potato,Punjab,2011,February,1,Tonnes,NR,Other,450,450,450,Rs/Quintal
Gurdaspur,Potato,Punjab,2011,February,2.5,Tonnes,NR,Other,250,300,275,Rs/Quintal
Guru Har Sahai,Potato,Punjab,2011,February,2.8,Tonnes,NR,Local,300,300,300,Rs/Quintal
Hoshiarpur,Potato,Punjab,2011,February,125,Tonnes,NR,Other,140,360,250,Rs/Quintal
Jalandhar City,Potato,Punjab,2011,February,143.8,Tonnes,NR,Other,230,370,300,Rs/Quintal
Kapurthala,Potato,Punjab,2011,February,2,Tonnes,NR,Other,300,350,350,Rs/Quintal
Khamano,Potato,Punjab,2011,February,0.6,Tonnes,NR,Other,250,250,250,Rs/Quintal
Khanauri,Potato,Punjab,2011,February,0.4,Tonnes,NR,Other,400,500,450,Rs/Quintal
Khanna,Potato,Punjab,2011,February,64,Tonnes,NR,Other,180,240,200,Rs/Quintal
Kharar,Potato,Punjab,2011,February,27,Tonnes,NR,Other,200,300,280,Rs/Quintal
Kotkapura,Potato,Punjab,2011,February,10,Tonnes,NR,Red,200,400,300,Rs/Quintal
Kurali,Potato,Punjab,2011,February,3,Tonnes,NR,Other,200,300,250,Rs/Quintal
Lehra Gaga,Potato,Punjab,2011,February,8,Tonnes,NR,Other,350,360,360,Rs/Quintal
Lohian Khas,Potato,Punjab,2011,February,0.3,Tonnes,NR,Other,200,400,300,Rs/Quintal
Ludhiana,Potato,Punjab,2011,February,315,Tonnes,NR,Other,200,400,300,Rs/Quintal
Machhiwara,Potato,Punjab,2011,February,3.3,Tonnes,NR,Other,200,300,200,Rs/Quintal
Makhu,Potato,Punjab,2011,February,100,Tonnes,NR,Other,300,350,325,Rs/Quintal
Malout,Potato,Punjab,2011,February,8,Tonnes,NR,Other,300,400,350,Rs/Quintal
Mansa,Potato,Punjab,2011,February,10,Tonnes,NR,F.A.Q.,110,210,150,Rs/Quintal
Moga,Potato,Punjab,2011,February,39.8,Tonnes,NR,Local,280,440,360,Rs/Quintal
Moonak,Potato,Punjab,2011,February,1.2,Tonnes,NR,Other,300,400,350,Rs/Quintal
Morinda,Potato,Punjab,2011,February,4.5,Tonnes,NR,Other,200,300,250,Rs/Quintal
Mukerian,Potato,Punjab,2011,February,1.4,Tonnes,NR,Potato,400,600,510,Rs/Quintal
Mukerian(Talwara),Potato,Punjab,2011,February,0.8,Tonnes,NR,Other,500,650,600,Rs/Quintal
Nabha,Potato,Punjab,2011,February,11.6,Tonnes,NR,Other,250,325,300,Rs/Quintal
Nawan Shahar(Mandi Aur),Potato,Punjab,2011,February,0.2,Tonnes,NR,Other,250,250,250,Rs/Quintal
Nawan Shahar(MandiRaho),Potato,Punjab,2011,February,0.2,Tonnes,NR,Other,270,270,270,Rs/Quintal
Nawan Shahar(Subzi Mandi),Potato,Punjab,2011,February,3,Tonnes,NR,Other,200,300,260,Rs/Quintal
Noor Mehal,Potato,Punjab,2011,February,1.5,Tonnes,NR,Other,200,250,225,Rs/Quintal
Pathankot,Potato,Punjab,2011,February,40,Tonnes,NR,Other,300,350,325,Rs/Quintal
Patiala,Potato,Punjab,2011,February,11.3,Tonnes,NR,Other,200,400,200,Rs/Quintal
Patti,Potato,Punjab,2011,February,2,Tonnes,NR,Other,250,320,300,Rs/Quintal
Phagwara,Potato,Punjab,2011,February,26.8,Tonnes,NR,Other,250,325,300,Rs/Quintal
Phillaur,Potato,Punjab,2011,February,0.4,Tonnes,NR,Other,400,400,400,Rs/Quintal
Raikot,Potato,Punjab,2011,February,3,Tonnes,NR,Other,300,360,330,Rs/Quintal
Raman,Potato,Punjab,2011,February,1.5,Tonnes,NR,Other,320,365,340,Rs/Quintal
Rampura Phul,Potato,Punjab,2011,February,4.7,Tonnes,NR,Other,170,180,175,Rs/Quintal
Rampuraphul(Nabha Mandi),Potato,Punjab,2011,February,4.7,Tonnes,NR,Other,170,180,170,Rs/Quintal
Ropar,Potato,Punjab,2011,February,27.9,Tonnes,NR,Other,200,300,250,Rs/Quintal
Sahnewal,Potato,Punjab,2011,February,8.2,Tonnes,NR,Other,120,300,120,Rs/Quintal
Samana,Potato,Punjab,2011,February,12.1,Tonnes,NR,Potato,300,360,350,Rs/Quintal
Samrala,Potato,Punjab,2011,February,2.2,Tonnes,NR,Local,150,160,155,Rs/Quintal
Sangrur,Potato,Punjab,2011,February,6.5,Tonnes,NR,Local,250,250,250,Rs/Quintal
Shahkot,Potato,Punjab,2011,February,2.3,Tonnes,NR,Other,200,300,250,Rs/Quintal
Sirhind,Potato,Punjab,2011,February,6,Tonnes,NR,Other,150,250,200,Rs/Quintal
Sultanpur,Potato,Punjab,2011,February,0.7,Tonnes,NR,Other,300,300,300,Rs/Quintal
Sunam,Potato,Punjab,2011,February,20,Tonnes,NR,Other,200,350,250,Rs/Quintal
Talwandi Bhai,Potato,Punjab,2011,February,0.3,Tonnes,NR,Potato,300,300,300,Rs/Quintal
Talwandi Sabo,Potato,Punjab,2011,February,0.8,Tonnes,NR,Other,300,500,400,Rs/Quintal
Tanda Urmur,Potato,Punjab,2011,February,2.2,Tonnes,NR,Other,150,200,175,Rs/Quintal
Zira,Potato,Punjab,2011,February,0.1,Tonnes,NR,Other,200,400,300,Rs/Quintal
Ajmer(F&V),Potato,Rajasthan,2011,February,65,Tonnes,NR,Other,250,550,425,Rs/Quintal
Alwar(FV),Potato,Rajasthan,2011,February,71.1,Tonnes,NR,Other,350,450,400,Rs/Quintal
Bikaner(F&V),Potato,Rajasthan,2011,February,91.3,Tonnes,NR,Other,375,425,400,Rs/Quintal
Jodhpur(F&V)(Bhadwasia),Potato,Rajasthan,2011,February,281,Tonnes,NR,Potato,325,450,400,Rs/Quintal
Kota (FV),Potato,Rajasthan,2011,February,46.5,Tonnes,NR,Other,200,450,325,Rs/Quintal
Sriganganagar(F&V),Potato,Rajasthan,2011,February,400,Tonnes,NR,Other,200,400,300,Rs/Quintal
Udaipur(F&V),Potato,Rajasthan,2011,February,66.8,Tonnes,NR,Other,300,600,450,Rs/Quintal
Katpadi(Uzhavar Santhai),Potato,Tamil Nadu,2011,February,0.7,Tonnes,NR,Other,1600,1600,1600,Rs/Quintal
Barpathari,Potato,Tripura,2011,February,0.3,Tonnes,NR,Other,700,800,750,Rs/Quintal
Bishalgarh,Potato,Tripura,2011,February,0.26,Tonnes,NR,Local,650,1000,800,Rs/Quintal
Champaknagar,Potato,Tripura,2011,February,2.5,Tonnes,NR,Other,800,830,820,Rs/Quintal
Jumpuijala,Potato,Tripura,2011,February,0.8,Tonnes,NR,Other,800,1200,1000,Rs/Quintal
Melaghar,Potato,Tripura,2011,February,3.5,Tonnes,NR,Other,700,1100,1000,Rs/Quintal
Mohanpur,Potato,Tripura,2011,February,1.3,Tonnes,NR,Other,825,1100,1000,Rs/Quintal
Taliamura,Potato,Tripura,2011,February,12,Tonnes,NR,Other,650,800,700,Rs/Quintal
Achnera,Potato,Uttar Pradesh,2011,February,2.8,Tonnes,NR,Other,300,400,360,Rs/Quintal
Agra,Potato,Uttar Pradesh,2011,February,1100,Tonnes,NR,Other,300,350,330,Rs/Quintal
Ahirora,Potato,Uttar Pradesh,2011,February,115,Tonnes,NR,Other,335,375,355,Rs/Quintal
Ait,Potato,Uttar Pradesh,2011,February,NR,Tonnes,NR,Other,NR,NR,400,Rs/Quintal
Akbarpur,Potato,Uttar Pradesh,2011,February,41,Tonnes,NR,Other,350,400,380,Rs/Quintal
Aligarh,Potato,Uttar Pradesh,2011,February,220,Tonnes,NR,Other,330,410,350,Rs/Quintal
Amroha,Potato,Uttar Pradesh,2011,February,2,Tonnes,NR,Other,NR,NR,305,Rs/Quintal
Anandnagar,Potato,Uttar Pradesh,2011,February,3.6,Tonnes,NR,Other,NR,NR,400,Rs/Quintal
Anoop Shahar,Potato,Uttar Pradesh,2011,February,12,Tonnes,NR,Other,280,320,300,Rs/Quintal
Atarra,Potato,Uttar Pradesh,2011,February,300,Tonnes,NR,Potato,550,NR,NR,Rs/Quintal
Auraiya,Potato,Uttar Pradesh,2011,February,210,Tonnes,NR,Desi,NR,NR,330,Rs/Quintal
Azamgarh,Potato,Uttar Pradesh,2011,February,40,Tonnes,NR,Other,470,490,480,Rs/Quintal
Bachranwa,Potato,Uttar Pradesh,2011,February,NR,Tonnes,NR,Other,325,335,330,Rs/Quintal
Badayoun,Potato,Uttar Pradesh,2011,February,40,Tonnes,NR,Other,NR,NR,310,Rs/Quintal
Bahraich,Potato,Uttar Pradesh,2011,February,70,Tonnes,NR,Red,260,290,275,Rs/Quintal
Ballia,Potato,Uttar Pradesh,2011,February,72,Tonnes,NR,Desi,NR,NR,340,Rs/Quintal
Balrampur,Potato,Uttar Pradesh,2011,February,65,Tonnes,NR,Other,300,400,370,Rs/Quintal
Banda,Potato,Uttar Pradesh,2011,February,400,Tonnes,NR,Potato,NR,NR,350,Rs/Quintal
Bangarmau,Potato,Uttar Pradesh,2011,February,4.5,Tonnes,NR,Other,NR,NR,375,Rs/Quintal
Baraut,Potato,Uttar Pradesh,2011,February,19,Tonnes,NR,Other,NR,NR,325,Rs/Quintal
Bareilly,Potato,Uttar Pradesh,2011,February,95,Tonnes,NR,Desi,NR,NR,325,Rs/Quintal
Baruwasagar,Potato,Uttar Pradesh,2011,February,0.3,Tonnes,NR,Other,350,500,450,Rs/Quintal
Bijnaur,Potato,Uttar Pradesh,2011,February,7,Tonnes,NR,Other,NR,NR,343,Rs/Quintal
Bindki,Potato,Uttar Pradesh,2011,February,16.1,Tonnes,NR,Other,320,355,340,Rs/Quintal
